Event Name,Country,Subnational,Metro Area,Venue Name,Address,Frequency,When,Type,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,Game 7,Game 8,Game 9,Game 10,Twitter,Bluesky,Discord,Facebook,Instagram,Website / Startgg / Linktree / Etc,Email,Twitch1,Twitch2,YouTube,Other Notes,Status,Added,Last Update
Crossover ICT,USA,Kansas,Wichita,Shocker Sports Grill & Lanes,"1845 N, Fairmount St #56, Wichita, KS 67260",Weekly,Saturday,Tournament,SSBM,SF6,Tekken,KOFXV,GGXrd,GBVSR,,,,,Wichita_FGC,,Wichita FGC,Wichita FGC,,https://start.gg/crossoverict https://linktr.ee/wichitafgc,,Wichita_FGC,,Wichita FGC,,Active,2024.0118,2024.0118
Fight Night at Velocity,USA,Kentucky,Cincinnati,Velocity Esports Newport,"Riverwalk Level inside the Gallery, 1 Levee Wy Suite #2130, Newport, KY 41071",Weekly,Tuesday,Tournament,SSBU,SF6,,,,,,,,,VESportsInc,,velocityesportsinc,Velocity Esports Newport,velocityesportsinc,https://velocityesports.com/velocity-next-tournaments/,,,,,,Active,2024.0118,2024.0118
MashStick,USA,Kentucky,Lexington,Matchstick Games,"874 Indian Mound Dr, Mt Sterling, KY 40353, USA",Monthly,Sunday,Tournament,NASB2,SF6,SSBU,GGST,Tekken,,,,,,TeamMashOut,,,,,,Stratusfall@hotmail.com,qcs606,,Raiser606,,Active,2024.0118,2024.0118
BSG Fighters,USA,Kentucky,Louisville,Card N All Gaming,"5534 New Cut Rd, Louisville, KY 40214",Monthly,Saturday,Tournament,Tekken,SF6,MK1,GGST,UNI,DBFZ,,,,,Official_BSG,,,,,https://www.bourbonstategaming.com/,Jdtyle0@gmail.com,BourbonStateGaming,,,,Active,2024.0118,2024.0118
F*ck Around 'N Flash Kick,USA,Kentucky,Louisville,Hideaway Saloon,"1607 Bardstown Rd, Louisville, KY 40205",Every 2 Weeks,Friday,Tournament,SF6,Various,,,,,,,,,,,,Hideaway Saloon,,,danjude4@gmail.com,,,,source,Active,2024.0118,2024.0118
Esports Lounge,USA,Kentucky,Louisville,The Esports Lounge at Cornerstone,"401 S Limestone, Lexington, KY",Unknown,Unknown,Unknown,GBVSR,NASB2,SF6,GGST,,,,,,,raiser606,,Raiser,,,,raiser@qcs.gg,qcs606,,Raiser606,,Active,2024.0118,2024.0118
Late Night Special Moves,USA,Louisiana,Baton Rouge,Little Wars,"7543 Jefferson Hwy STE B, Baton Rouge, LA 70806",Weekly,Monday,Tournament,SF6,MK1,GGST,Tekken,,,,,,,LAFGCTV,,Louisiana FGC,LouisianaFGC,,,RyckSoto27@gmail.com,LAFGCTV,,LAFGC TV,,Active,2024.0118,2024.0118
Monthly Godlike,USA,Louisiana,Baton Rouge,Little Wars,"7543 Jefferson Hwy STE B, Baton Rouge, LA 70806",Monthly,Saturday,Tournament,SF6,MK1,GGST,Tekken,,,,,,,LAFGCTV,,Louisiana FGC,LouisianaFGC,,,RyckSoto27@gmail.com,LAFGCTV,,LAFGC TV,3rd Saturday,Active,2024.0118,2024.0118
Ryu in the Bayou,USA,Louisiana,New Orleans,Sea Cave Arcade,"3000 St Claude Ave, New Orleans, LA 70117",Weekly,Sunday,Tournament,Unknown,,,,,,,,,,,,,Sea Cave Arcade,Sea.Cave,https://www.seacavenola.com/contact,seacavenola@gmail.com,,,,,Active,2024.0118,2024.0118
Aesthetic Fridays,USA,Maryland,Baltimore,MAP Technologies/ Marsapalooza Arcade,"322 West Baltimore Street, Baltimore, MD 21202",Weekly,Friday,Tournament,Tekken,SSBU,SSBM,SF6,MvC2,Retro,DBFZ,CvS2,Various,Mystery,,,Marsapalooza Arcade,Marsapalooza Arcade,marsapalooza_arcade,https://www.marsapalooza.com,marsapalooza@gmail.com,Marsapalooza_Arcade,MAPGameTech,Mars_TV,"all-ages venue, BYOB friendly",Active,2025.0223,2025.0314
Block String,USA,Maryland,Baltimore,Wonderfly Arena,"4811 Benson Ave, Arbutus, MD 21227",Weekly,Monday,Tournament,Tekken,SF6,Various,,,,,,,,WonderflyGaming,,Wonderfly Gaming,,wonderflygaming,https://linktr.ee/wfgaming  https://start.gg/bswf,gaming@wonderflyhq.com,WonderflyGaming,WonderflyGamingFGC,Wonderfly Gaming,,Active,2024.0204,2024.0204
Wonderfly Weekly,USA,Maryland,Baltimore,Wonderfly Arena,"4811 Benson Ave, Arbutus, MD 21227",Weekly,Wednesday,Tournament,SSBU,P+,Rivals,Tekken,SF6,Various,,,,,WonderflyGaming,,Wonderfly Gaming,,wonderflygaming,https://linktr.ee/wfgaming  https://start.gg/bswf,gaming@wonderflyhq.com,WonderflyGaming,WonderflyGamingFGC,Wonderfly Gaming,,Active,2024.0204,2024.0204
Mega Drive,USA,Maryland,Lexington Park,Abberly Crest Events Center,"46900 Abberly Crest Ln, Lexington Park, MD 20653",Weekly,Wednesday,Tournament,SSBU,SSBM,GGST,Various,,,,,,,Mariokartmoney,,,SoMD Smash Ultimate,,,somdsmashfgc@gmail.com,,,,,Active,2024.0118,2024.0118
GO ALL OUT!,USA,Massachusetts,Boston,All Systems Go Esports Facility,"225 Shrewsbury St, Worcester, MA 01604",Monthly,Thursday,Tournament,SF6,GGST,Tekken,GBVSR,Mystery,,,,,,allsystemsgoent,,Worcester FGC,,,https://www.allsystemsgoma.com/events,,,,,,Active,2024.0118,2024.0118
Boston Blue Beat Monthly,USA,Massachusetts,Boston,Balance Patch,"1031 Commonwealth Ave, Boston, MA 02215",Monthly,Saturday,Tournament,GBVSR,GGST,BBCF,MBTL,GGXrd,KOFXV,Various,,,,BostonBlueBeat,,Boston Blue Beat Online,,,https://linktr.ee/BostonBlueBeat,,BostonBlueBeat,,Boston Blue Beat,,Active,2024.0118,2024.0118
Friday Night Fights,USA,Massachusetts,Boston,Balance Patch,"1031 Commonwealth Ave, Boston, MA 02215",Weekly,Friday,Tournament,GGST,GBVSR,SF6,MK1,Tekken,BBCF,KOFXV,CvS2,Various,,TravelingCtrlr,,,,,,Travelingcontroller@gmail.com,TravelingController,,,,Active,2024.0118,2024.0118
Game Underground,USA,Massachusetts,Boston,Game Underground,"349 Moody St, Waltham, MA 02453",Weekly,Monday,Tournament,SF6,Tekken,GGST,KOFXV,GBVSR,,,,,,TravelingCtrlr,,,,,,Travelingcontroller@gmail.com,Game Underground,,,,Active,2024.0118,2024.0118
Block Party,USA,Massachusetts,East Hampton,Prodigy Game Room,"116 Pleasant St, Easthampton, MA 01027",Quarterly,Saturday,Tournament,GBVSR,SF6,GGST,Tekken,UNI,,,,,,WickedWestFGC,,,,,,,,,,3v3 crew battle,Active,2024.0118,2024.0118
Sunday Night Slugfest,USA,Massachusetts,East Hampton,Prodigy Game Room,"116 Pleasant St, Easthampton, MA 01027",Weekly,Sunday,Tournament,GBVSR,SF6,GGST,Tekken,UNI,,,,,,WickedWestFGC,,,,,,,,,,,Active,2024.0118,2024.0118
Button Club,USA,Massachusetts,Fairhaven,Omnisource Games,"875 State Rd #12 Westport, MA 02790 ",Weekly,Monday,Tournament,SF6,Tekken,GGST,Retro,,,,,,,ButtonClubFGC,,The Button Club,,,https://linktr.ee/buttonclubfgc,Buttonclubfgc@gmail.com,ButtonClubFGC,ButtonClub_FGC,ButtonClubFGC,Retro games rotate; starts at 6pm,Active,2024.0727,2024.0727
Mid-Cape Mixup,USA,Massachusetts,Hyannis,Vanguard Tabletop,"795 W Main St, Hyannis, MA, 02601",Monthly,Saturday,Tournament,SF6,GGST,,,,,,,,,ErebusFGC,,Vanguard Tabletop Gaming,,,,,,,,,Active,2024.0118,2024.0118
Mid-Cape Mixup,USA,Massachusetts,Hyannis,Vanguard Tabletop,"795 W Main St, Hyannis, MA, 02601",Weekly,Saturday,Casuals,SF6,GGST,GBVSR,KOFXV,,,,,,,ErebusFGC,,Vanguard Tabletop Gaming,,,,,,,,,Active,2024.0118,2024.0118
Rough House,USA,Massachusetts,Plainville,One Up Games,"2 Wilkins Dr, Plainville, MA 02762",Weekly,Tuesday,Tournament,SF6,GBVSR,Various,,,,,,,,TravelingCtrlr,,,,,,Travelingcontroller@gmail.com,,,,,Active,2024.0118,2024.0118
ComboCon Victory,USA,Michigan,Alma,Blockhouse eSports,"107 E Superior St, Alma, MI 48801",See Notes,Saturday,Tournament,SF6,MvC2,3S,USF4,Mystery,GBVSR,GGST,Tekken,,,ComboCon,,ComboCon VI,ComboCon,,Start.GG/ComboCon6,ComboCon1@gmail.com,MatchStickMelee,,HDmexsComboCon,Frequency varies,Active,2024.1212,2024.1224
Frame Advantage,USA,Michigan,Detroit,GateKeeper Games,"3961 Twelve Mile Rd, Berkley, MI 48072",Monthly,Saturday,Tournament,UNI,DBFZ,GGST,MK1,SF6,Tekken,,,,,NeutralGroundMI,,MICHIGAN FGC,,,start.gg/neutralground,neutralgroundmichigan@gmail.com,TheAlmightyLPZ,,,,Active,2024.0118,2024.0118
Neutral Ground Weekly,USA,Michigan,Detroit,GateKeeper Games,"3961 Twelve Mile Rd, Berkley, MI 48072",Weekly,Friday,Tournament,GGXrd,MK1,SF6,,,,,,,,NeutralGroundMI,,MICHIGAN FGC,,,start.gg/neutralground,neutralgroundmichigan@gmail.com,,,,,Active,2024.0118,2024.0118
Grand Rapids Weekly Casuals,USA,Michigan,Grand Rapids,WD Games,"3530 Division Ave S, Grand Rapids, MI 49548",Weekly,Saturday,Casuals,Various,,,,,,,,,,,,,,,MichiganFGC.com,,,,,,Active,2024.0118,2024.0118
Kalamazoo Hyper Drive Heat,USA,Michigan,Kalamazoo,Odyssey Games,"5029 W Main St, Kalamazoo, MI 49009",Monthly,Saturday,Tournament,MK1,UNI,DBFZ,GBVSR,GGST,SF6,KOF13,Mystery,Various,,,,KZOO FGC,Odyssey Games,,MichiganFGC.com,maclarmj@gmail.com,,,,,Active,2024.0118,2024.0118
Odyssey Games Weekly,USA,Michigan,Kalamazoo,Odyssey Games,"5029 W Main St, Kalamazoo, MI 49009",Weekly,Thursday,Tournament,SF6,GGST,Mystery,,,,,,,,,,KZOO FGC,Odyssey Games,,MichiganFGC.com,odysseygameskzoo@gmail.com,,,,,Active,2024.0118,2025.0316
Evolution Games FGC Casuals,USA,Michigan,Lansing,Evolution Games,"932 Elmwood Rd, Lansing, MI 48917",Weekly,Tuesday,Casuals,Various,,,,,,,,,,,,,,,MichiganFGC.com,,,,,,Active,2024.0118,2024.0118
MSU FGC Weekly Casuals,USA,Michigan,Lansing,"Game Labs, Library","366 W Circle Dr, East Lansing, MI 48824",Weekly,Monday,Casuals,Various,,,,,,,,,,,,Esports Club Association of MSU,,,MichiganFGC.com,,,,,,Active,2024.0118,2024.0118
UMD Smash Bros Club,USA,Minnesota,Duluth,,"Duluth, Minnesota",Weekly,Monday,Tournament,SSBU,,,,,,,,,,AnimuuStew,,Duluth Smash,,,,,,,,,Active,2024.0211,2024.0211
RunTheMix,USA,Minnesota,Minneapolis-St Paul,Gamezenter,"1975 County Road B2 W, Roseville, MN 55113",Weekly,Wednesday,Tournament,GBVSR,GGST,Tekken,SF6,MBTL,,,,,,RunTheMix,,,,,http://www.runthemix.org/,,,,,,Active,2024.0118,2025.0424
Stop Your Friendlies!,USA,Minnesota,Minneapolis-St Paul,Left Click Lounge,"321 14th Ave SE, Minneapolis, MN 55414",Weekly,Wednesday,Tournament,SSBU,,,,,,,,,,,,Left Click Lounge,,,https://leftclicklounge.com/,,,,,,Active,2024.0118,2024.0118
The Good Fight,USA,Minnesota,Minneapolis-St Paul,Left Click Lounge,"321 14th Ave SE, Minneapolis, MN 55414",Weekly,Saturday,Casuals,GGST,,,,,,,,,,,,Left Click Lounge,,,https://leftclicklounge.com/,,QuarterDemiGOD,shmeep_shmoop,,,Active,2024.0118,2024.0118
Corinth Gaming Center,USA,Mississippi,Corinth,Corinth Gaming Center,"196 US-72, Corinth, MS 38834",Weekly,Tuesday,Tournament,Unknown,,,,,,,,,,,,,,,,,,,,source,Active,2024.0118,2024.0118
Top in the Shop,USA,Missouri,Kansas City,Game Cafe,"107 W Lexington Ave, Independence, MO 64050-3748",Weekly,Thursday,Tournament,SF6,Various,,,,,,,,,kansascityfgc,,kcfgc,kfgc,,,,team_kc,,team_kc,Starts at 7pm CT,Active,2024.0118,2024.0118
Magic Pixel Runback,USA,Missouri,Kansas City,Larry's Game Store,"113 S Mur-Len Rd, Olathe, KS 66062",Every 2 Weeks,Saturday,Tournament,Skullgirls,SC6,UNI,Various,,,,,,,KCMagicPixel,,Magic Pixel,,,https://kcmagicpixel.com/,magic.pixel@kcmagicpixel.com,kcmagicpixel,,,,Active,2024.0118,2024.0118
Magic Pixel Weekly,USA,Missouri,Kansas City,Larry's Game Store,"113 S Mur-Len Rd, Olathe, KS 66062",Weekly,Tuesday,Tournament,GBVSR,TFH,SF6,MBTL,GGST,UNI,VSav,BBCF,Various,,KCMagicPixel,,Magic Pixel,,,https://kcmagicpixel.com/,magic.pixel@kcmagicpixel.com,kcmagicpixel,,,,Active,2024.0118,2024.0118
Localhost St Louis FGC,USA,Missouri,St Louis,Localhost St Louis,"8045 Watson Rd Webster Groves, MO 63119",Weekly,Thursday,Tournament,GGST,GGXrd,SF6,GBVSR,UNI,BBCF,MBTL,Tekken,Various,,stlfgc,,#Stl FGC,,,,fgcstlouis@gmail.com,,,,,Active,2024.0118,2024.0118
Localhost St Louis SSBU,USA,Missouri,St Louis,Localhost St Louis,"8045 Watson Rd Webster Groves, MO 63119",Weekly,Sunday,Tournament,SSBU,,,,,,,,,,stlfgc,,#Stl FGC,,,,fgcstlouis@gmail.com,,,,,Active,2024.0118,2024.0118
Mystic,USA,Missouri,St Louis,Mystic TCG,"2032 Chesterfield Mall, Chesterfield, MO 63017",Weekly,Friday,Tournament,Unknown,,,,,,,,,,stlfgc,,#Stl FGC,,,,fgcstlouis@gmail.com,,,,,Active,2024.0118,2024.0118
Dino Rush,USA,Missouri,St Louis,St Louis Science Center,"5050 Oakland Ave, St. Louis, MO 63110",Monthly,Saturday,Tournament,SF6,GBVSR,GGXrd,,,,,,,,stlfgc,,#Stl FGC,,,start.gg/dinorush,mimimeyerstrom@gmail.com,,,,,Active,2024.0118,2024.0118
FGC in Omaha NE,USA,Nebraska,Omaha,Gamers Oasis,"8715 Shamrock Rd, Omaha, NE 68114",Monthly,Unknown,Tournament,SF6,UNI,Tekken,GBVSR,GGST,GGXrd,GGXXACR,MBTL,MBAACC,Various,NebraskaFGC,,Nebraska FGC,Emil Omaha Empire,,,,yuu_leee,,Nebraska FGC,Currently on break,Active,2024.0118,2024.0118
Monsoon Mayhem,USA,Nevada,Las Vegas, +63Fifty,"3700 S Maryland Pkwy ste 525 H, +63FIFTY 2nd Floor, Las Vegas, NV 89169",Monthly,Friday,Tournament,Tekken,SF6,GBVSR,GGST,UNI,SSBU,,,,,StormRushGaming,,,,,,,,,,Source here,Active,2024.1213,2024.1213
Knockdown!,USA,Nevada,Las Vegas,HyperX Arena,3900 South Las Vegas Boulevard Las Vegas NV 89119,Weekly,Friday,Tournament,SF6,GBVSR,MK1,Tekken,GGST,MvC2,KOFXV,KI,SSBM,SSBU,HyperXArena,,Allied Esports,,,https://linkin.bio/hyperxarena,esportsadmin@alliedesports.com,AlliedEsports,,,,Active,2024.0118,2024.0118
Bragging Rights,USA,Nevada,Las Vegas,Peoples Card Shop,"5620 W Charleston Blvd #110, Las Vegas, NV 89146",Weekly,Thursday,Tournament,Tekken,GBVSR,SF6,UNI,GGST,UMvC3,,,,,,,,,,,,,,,Source here,Active,2024.1213,2024.1213
Red Note Rumble,USA,Nevada,Las Vegas,Red Note Rhythm Games,"1881 S Rainbow Blvd, Las Vegas, NV 89146",Weekly,Saturday,Casuals,Various,,,,,,,,,,RedNoteGaming,,,,,,,,,,Source here,Active,2024.1213,2024.1213
VES Fight Night,USA,Nevada,Las Vegas,Velocity Esports at Town Square,"6587 S Las Vegas Blvd #171, Las Vegas, NV 89119",Weekly,Tuesday,Tournament,Tekken,SF6,,,,,,,,,VESportsInc,,,,,,,,,,Source here,Active,2024.1213,2024.1213
Biggest Little Fight Club,USA,Nevada,Reno,Voodoo Bar,"550 W Plumb Ln ste e, Reno, NV 89509",Every 2 Weeks,Sunday,Tournament,GGST,GBVSR,SF6,,,,,,,,BigLittleFights,,Biggest Little Fight Club,,,,,,,,,Active,2024.0118,2024.0118
Wakeup Super Wednesday,USA,New Hampshire,Manchester,Double Midnight Comics,"252 South Willow St, Manchester, NH 03103",Weekly,Wednesday,Tournament,SF6,GBVSR,,,,,,,,,Xurkey,,,,,,,,,,,Active,2024.0118,2024.0118
Iron Grid,USA,New Jersey,Newark,NJIT GITC Building,"218 Central Ave, Newark, NJ 07103",Monthly,Saturday,Tournament,GGST,SF6,MK1,NASB2,Various,,,,,,irongridNJIT,,NJIT Esports,,,,,NJITEsports,,,,Active,2024.0118,2024.0118
Master Instinct,USA,New Jersey,North Bergen,Helix Esports,"3167 John F. Kennedy Blvd, North Bergen, NJ 07047, USA",Quarterly,Saturday,Tournament,SF6,Tekken,GGST,Various,,,,,,,SeriesInstinct,,,,,,,,,,,Active,2024.0118,2024.0118
MKNJ Monthly,USA,New Jersey,North Bergen,Helix Esports,"3167 John F. Kennedy Blvd, North Bergen, NJ 07047, USA",Monthly,Saturday,Tournament,MK1,,,,,,,,,,DarthArma,,,,,,,KombatNetwork,,,,Active,2024.0118,2024.0118
MKNJ Weeklies,USA,New Jersey,North Bergen,Helix Esports,"3167 John F. Kennedy Blvd, North Bergen, NJ 07047, USA",Weekly,Friday,Tournament,MK1,,,,,,,,,,DarthArma,,,,,,,,,,,Active,2024.0118,2024.0118
X-Impact,USA,New Jersey,Philadelphia,Sector X,2101 Marlton Pike W Cherry Hill New Jersey 08002,Every 2 Weeks,Friday,Tournament,SSBU,Rivals,GGST,SF6,GBVSR,Tekken,,,,,sectorxusa,,Sector X Gaming Community,,,https://www.sectorxusa.com/,,,,,Calendar here,Active,2024.0118,2024.0118
Saikyo Summit,USA,New Jersey,Springfield,The Brisket Guy BBQ,"719 Mountain Ave, Springfield, NJ 07081",Weekly,Sunday,Tournament,SSBU,SF6,GBVSR,,,,,,,,FalconiaGG,,The Tournament of Power  NJ FGC,,,,saikyosummit@gmail.com,FalconiaGG,,FalconiaGG,,Active,2024.0118,2024.0118
FGC Casuals,USA,New Mexico,Albuquerque,Duke City Games,"11130 Lomas Blvd NE F7, Albuquerque, NM 87112",Weekly,Wednesday,Casuals,Various,,,,,,,,,,nmismfgc,,NM-ISM Official,,,https://linktr.ee/nmism,,NMISM,,NM ISM,,Active,2024.0118,2024.0118
Sunday Night Fights Casuals,USA,New Mexico,Albuquerque,New Game+,"1512 Wyoming Blvd NE Suite D, Albuquerque, NM 87112",Weekly,Sunday,Casuals,Various,,,,,,,,,,nmismfgc,,NM-ISM Official,,,https://linktr.ee/nmism,,NMISM,,NM ISM,,Active,2024.0118,2024.0118
Fight For Your Life!,USA,New Mexico,Albuquerque,Tech505 Esports Lounge,"1631 Eubank Blvd NE STE E, Albuquerque, NM 87112",Every 2 Weeks,Saturday,Tournament,GGST,SSBM,SSBU,SF6,P+,GBVSR,MK1,,,,nmismfgc,,NM-ISM Official,,,https://linktr.ee/nmism,,NMISM,,NM ISM,2nd & 4th Saturday,Active,2024.0118,2024.0118
Barfights,USA,New Mexico,Albuquerque,The Craftroom,"2809 Broadbent Pkwy NE, Albuquerque, NM 87107",Monthly,Saturday,Tournament,UNI,Tekken,SF6,,,,,,,,nmismfgc,,NM-ISM Official,,,https://linktr.ee/nmism,,NMISM,,NM ISM,,Active,2024.0118,2024.0118
Battle for the Breaker Box Brackets,USA,New York,Albany,Albany Industrial Supply,"438 S Pearl st Albany, NY 12202",Every 2 Weeks,Thursday,Tournament,SF6,Tekken,GGST,KOFXV,Various,,,,,,SpencerSavage10,,Capital Region FGC,,,,rtsfgc@gmail.com,,,,,Active,2024.0118,2024.0118
Battle for the Breaker Box Casuals,USA,New York,Albany,Albany Industrial Supply,"438 S Pearl st Albany, NY 12202",Every 2 Weeks,Thursday,Casuals,SF6,Tekken,GGST,KOFXV,Various,,,,,,SpencerSavage10,,Capital Region FGC,,,,rtsfgc@gmail.com,,,,,Active,2024.0118,2024.0118
CR Clash,USA,New York,Albany,Connect Center,"49 Johnston Ave, Cohoes, NY 12047",Weekly,Thursday,Tournament,SSBM,SSB64,HDR,,,,,,,,C2Fgaming,,Capital Region Melee,Claime to Fame Entertainment,,https://claimtofameentertainment.com/,,ClametoFameEntertainment,,,,Active,2024.0118,2024.0118
Immortal Fight,USA,New York,Albany,Recovery Room,"235 Hoosick St, Troy, NY 12180",Weekly,Monday,Tournament,SSBU,,,,,,,,,,C2Fgaming,,Claim to Fame Ent  The Backyard,Claime to Fame Entertainment,,https://claimtofameentertainment.com/,iscariotx13@yahoo.com,ClametoFameEntertainment,,,,Active,2024.0118,2024.0118
BFGC Weekly,USA,New York,Buffalo,Heart of the Game,"85 S Rossler Ave, Buffalo, NY 14206",Weekly,Saturday,Tournament,SF6,GGST,GBVSR,Tekken,GGXrd,Various,,,,,BuffaloFGC,,BuffaloFGC,,,,,BuffaloFGCLive,,BuffaloFGC,,Active,2024.0118,2024.0118
Mid Hudson Mayhem,USA,New York,Hudson Valley,Contender Esports Hudson Valley,"1557 US-9, Wappingers Falls, NY 12590",Weekly,Thursday,Tournament,GBVSR,SF6,Tekken,Various,,,,,,,MHM_FGC,,Mid Hudson Mayhem,,,,midhudsonmayhem777@gmail.com,midhudsonmayhem,,,,Active,2024.0118,2024.0118
Shining Silver,USA,New York,Long Island,Max Rarity,"175 Rockaway Ave, Valley Stream, NY 11580",Weekly,Sunday,Tournament,SSBM,,,,,,,,,,BartenderFGC,,,,,,Bartek.Derbich@gmail.com,,,,,Active,2025.0315,2025.0417
The Gold Standard,USA,New York,Long Island,Max Rarity,"175 Rockaway Ave, Valley Stream, NY 11580",Weekly,Saturday,Tournament,UNI,KOFXV,UMvC3,SF6,GGXrd,,,,,,longislandfgc,,Long Island Fighting Game Community,,,https://linktr.ee/longislandfgc,,longislandfgc,,Long Island FGC,,Active,2025.0315,2025.0417
Ultimate Rare,USA,New York,Long Island,Max Rarity,"175 Rockaway Ave, Valley Stream, NY 11580",Weekly,Wednesday,Tournament,SSBU,,,,,,,,,,PIayer_4,,,,,,Bartek.Derbich@gmail.com,,,,,Active,2025.0315,2025.0417
Lunatic Perilune,USA,New York,New York,Next Level,"874 4th Ave. Brooklyn, NY",Weekly,Wednesday,Tournament,MBTL,KOFXV,MBAACC,GGXrd,UNI,GGXXACR,P4AU,DFCI,Various,,LunarPhaseProd,,,,,start.gg/LP,amonta@lunarphse.nyc,LunarPhaseLive,LunarPhase2,,,Active,2024.0118,2024.0118
NYC Tekken,USA,New York,New York,Next Level,"874 4th Ave. Brooklyn, NY",Monthly,Saturday,Tournament,Tekken,,,,,,,,,,NYCTekken,,,,,nyctekken.com/signup,,NYCTekken,,,,Active,2024.0118,2024.0118
WASD Gaming,USA,New York,New York,OS NYC,"50 Bowery, New York, NY 10012",Monthly,Saturday,Tournament,UNI,GBVSR,SF6,GGST,MBTL,Various,,,,,WASDgaming_gg,,wasdgaming.gg,,,,biz@wasdgaming.gg,ImpurestClub,,,,Active,2024.0118,2024.0118
BrookLAN Beatdowns,USA,New York,New York City,BrookLAN,"339 Troutman St, Brooklyn, NY 11237",Monthly,Thursday,Tournament,SF6,,,,,,,,,,BrookLAN_NY,,,,,https://www.brooklan.com/,joseph.tj.lee@gmail.com,,,,3rd Thursday,Active,2024.0118,2024.0118
BrookLAN Brawls,USA,New York,New York City,BrookLAN,"339 Troutman St, Brooklyn, NY 11237",Weekly,Sunday,Tournament,SSBU,,,,,,,,,,12GSmash BrookLAN_NY ,,,,,https://12g.gg/ https://www.brooklan.com/,tucker@12g.gg,12G_Live,,12G Smash,,Active,2024.0118,2024.0118
Brooklyn Games,USA,New York,New York City,Brooklyn Games & Arcade,6120 4th Av Brooklyn NY 11220,See Notes,Varies,Tournament,MvC2,SFA2,SSF2T,UMvC3,SF6,Retro,Various,,,,ArcadeBrooklyn,,,,,https://linktr.ee/BVGARCADE,,,,,Frequency varies,Active,2024.0118,2024.1224
Red Parry NYC,USA,New York,New York City,Brooklyn Games & Arcade,6120 4th Av Brooklyn NY 11220,Weekly,Monday,Casuals,3S,Retro,,,,,,,,,redparrynyc,,,,Red Parry NYC,,,redparrynyc,,,,Active,2024.0118,2024.0118
Red Parry NYC,USA,New York,New York City,Brooklyn Games & Arcade,6120 4th Av Brooklyn NY 11220,Weekly,Thursday,Casuals,3S,Retro,,,,,,,,,redparrynyc,,,,Red Parry NYC,,,redparrynyc,,,,Active,2024.0118,2024.0118
NLBC,USA,New York,New York City,Next Level,"874 4th Ave. Brooklyn, NY",Weekly,Wednesday,Tournament,SF6,GGST,,,,,,,,,nycnextlevel,,,Next Level,,,,,,,,Active,2024.0118,2024.0118
TSB Monthly,USA,New York,New York City,Next Level,"874 4th Ave. Brooklyn, NY",Monthly,Sunday,Tournament,GGST,GGXrd,GGXXACR,GBVSR,,,,,,,TSB_FGC,,,,,https://tsb.gg/,,TSB_FGC,,TSB_FGC,,Active,2024.0118,2024.0118
VSav / Alpha 2 Monthlies,USA,New York,New York City,Next Level,"874 4th Ave. Brooklyn, NY",Monthly,Friday,Tournament,VSav,SFA2,,,,,,,,,Apollo19999,,,,,,,,,,,Active,2024.0118,2024.0118
Monday Night Strive,USA,New York,New York City,Waypoint Cafe,"65 Ludlow St, New York, NY 10002",Every 2 Weeks,Monday,Tournament,GGST,GBVSR,,,,,,,,,SwissWriter,,Waypoint Cafe,,,start.gg/roundpour  start.gg/mnst,joseph.tj.lee@gmail.com,,,,,Active,2024.0118,2024.0118
Round Pour,USA,New York,New York City,Waypoint Cafe,"65 Ludlow St, New York, NY 10002",Every 2 Weeks,Monday,Tournament,SF6,,,,,,,,,,SwissWriter,,Waypoint Cafe,,,start.gg/roundpour  start.gg/mnst,joseph.tj.lee@gmail.com,,,,,Active,2024.0118,2024.0118
ROC City Run Back,USA,New York,Rochester,David Gantt Community Center,"700 North St, Rochester, NY 14605",Monthly,Saturday,Tournament,MK1,GGXrd,GBVSR,UNI,BBCF,Tekken,SSBU,KOFXV,DBFZ,Various,AGNostalgia1,,AGN,AGamersNostalgia,AGamersNostalgia,,agnostalgia1350@gmail.com,585FighterZ,,A Gamer's Nostalgia,,Active,2024.0118,2025.0119
Attack From Three Lives,USA,New York,Syracuse,Elite Gaming eSports Arena,"500 S Franklin St, Syracuse, NY 13202",Weekly,Wednesday,Tournament,SF6,GBVSR,Tekken,SSBM,SSBU,MK1,,,,,AFAS315,,ATTACK FROM ALL SIDES,,,https://attackfromallsides.com/  https://start.gg/iof,events@attackfromallsides.com,,,,,Active,2024.0118,2024.0118
Iron Orange Forge,USA,New York,Syracuse,Elite Gaming eSports Arena,"500 S Franklin St, Syracuse, NY 13202",Monthly,Saturday,Tournament,SF6,GBVSR,Tekken,SSBM,SSBU,MK1,,,,,AFAS315,,ATTACK FROM ALL SIDES,,,https://attackfromallsides.com/  https://start.gg/iof,events@attackfromallsides.com,,,,2nd Saturday,Active,2024.0118,2024.0118
LastLevel,USA,North Carolina,Charlotte,Get Some Game,"1224 Commercial Ave, Charlotte, NC 28205",Monthly,Saturday,Tournament,GGST,GGXXACR,MK1,BBCF,Tekken,VSav,SF6,GBVSR,UNI,Various,LastLevelNC,,Last Level NC,Last Level,LastLevelNC,https://linktr.ee/lastlevelnc,,mastermind6000,DoktorBon3y,Last Level,,Active,2024.0118,2024.0118
